PMID,Title,Abstract
38861615,MCTP1 increases the malignancy of androgen-deprived prostate cancer cells by inducing neuroendocrine differentiation and EMT.,"Neuroendocrine prostate cancer (PCa) (NEPC), an aggressive subtype that is associated with poor prognosis, may arise after androgen deprivation therapy (ADT). We investigated the molecular mechanisms by which ADT induces neuroendocrine differentiation in advanced PCa. We found that transmembrane protein 1 (MCTP1), which has putative Ca(2+) sensing function and multiple Ca(2+)-binding C2 domains, was abundant in samples from patients with advanced PCa. MCTP1 was associated with the expression of the EMT-associated transcription factors ZBTB46, FOXA2, and HIF1A. The increased abundance of MCTP1 promoted PC3 prostate cancer cell migration and neuroendocrine differentiation and was associated with SNAI1-dependent EMT in C4-2 PCa cells after ADT. ZBTB46 interacted with FOXA2 and HIF1A and increased the abundance of MCTP1 in a hypoxia-dependent manner. MCTP1 stimulated Ca(2+) signaling and AKT activation to promote EMT and neuroendocrine differentiation by increasing the SNAI1-dependent expression of EMT and neuroendocrine markers, effects that were blocked by knockdown of MCTP1. These data suggest an oncogenic role for MCTP1 in the maintenance of a rare and aggressive prostate cancer subtype through its response to Ca(2+) and suggest its potential as a therapeutic target."
38861238,Overview of Radiation Therapy in the Management of Localized and Metastatic Prostate Cancer.,"PURPOSE OF REVIEW: The goal is to describe the evolution of radiation therapy (RT) utilization in the management of localized and metastatic prostate cancer. RECENT FINDINGS: Long term data for a variety of hypofractionated definitive RT dose-fractionation schemes has matured, allowing patients and providers many standard-of-care options to choose from. Post-prostatectomy, adjuvant RT has largely been replaced by an early salvage approach. Multiparametric MRI and PSMA PET have enabled increasingly targeted RT delivery to the prostate and oligometastatic tumors. Areas of active investigation include determining the value of proton beam therapy and perirectal spacers, and optimally incorporate genomic tumor profiling and next generation hormonal therapies with RT in the curative setting. The use of radiation therapy to treat prostate cancer is rapidly evolving. In the coming years, there will be continued improvements in a variety of areas to enhance the value of RT in multidisciplinary prostate cancer management."
38860938,Germline Pathogenic Variants Identified in Patients With Genitourinary Malignancies Undergoing Universal Testing: A Multisite Single-Institution Prospective Study.,"PURPOSE: This study aimed to investigate the prevalence of pathogenic germline variants (PGVs) in hereditary cancer genes utilizing a universal testing approach and to determine the rate of PGVs that would have been missed based on National Comprehensive Cancer Network (NCCN) guidelines in genitourinary (GU) malignancies. MATERIALS AND METHODS: A multisite, single-institution prospective germline genetic test (GGT) was universally offered to patients with new or active diagnoses of GU malignancies (prostate, bladder, and renal) from April 2018 to March 2020 at Mayo Clinic sites. Participants were offered GGT using a next-generation sequencing panel of > 80 genes. Demographic, tumor characteristics, and genetic results were evaluated. NCCN GU cancer guidelines were used to identify whether patients had incremental findings, defined as PGV-positive patients who would not have received testing based on NCCN guidelines. RESULTS: Of 3095 individuals enrolled in the study, 601 patients had GU cancer (prostate = 358, bladder = 106, and renal = 137). The mean enrollment age was 67 years (SD 9.1), 89% were male, and 86% of patients were non-Hispanic White. PGVs were identified in 82 (14%) of all GU patients. PGV prevalence breakdown by cancer type was: 14% prostate, 14% bladder, and 13% renal cancer. Nearly one-third of identified PGVs were high penetrance, and the majority of these (67%) were clinically actionable. Incremental PGVs were identified in 28 (57%) prostate, 15 (100%) bladder, and 14 (78%) renal cancer patients. Of the 82 patients with PGV findings, 29 (35%) had at least 1 relative undergo cascade testing for the familial variant(s) identified. CONCLUSIONS: More than 1 in 8 patients with GU malignancies were found to carry a PGV, with 67% of patients with high-penetrance PGVs undergoing clinically actionable changes. The majority of these PGVs would not have been identified based on current testing criteria. These findings support universal GGT for GU malignancies and underscore its potential to enhance risk assessment and guide precision interventions in urologic oncology."
38859837,The lncRNA TPT1-AS1 promotes the survival of neuroendocrine prostate cancer cells by facilitating autophagy.,"The lncRNA tumor protein translationally controlled 1-antisense RNA 1 (TPT1-AS1) is known for its oncogenic role in various cancers, but its impact on the pathological progression of prostate cancer remains unclear. Our previous study demonstrated that the RE1-silencing transcription factor (REST) regulates neuroendocrine differentiation (NED) in prostate cancer (PCA) by derepressing specific long non-coding RNAs (lncRNAs), including TPT1-AS1. In this study, we revealed that TPT1-AS1 is overexpressed in LNCaP and C4-2B cells after IL-6 and enzalutamide treatment. By analyzing The Cancer Genome Atlas (TCGA) prostate adenocarcinoma dataset, we detected upregulated TPT1-AS1 expression in neuroendocrine-associated PCA but not in prostate adenocarcinoma. Single-cell RNA sequencing data further confirmed the increased TPT1-AS1 levels in neuroendocrine prostate cancer (NEPC) cells. Surprisingly, functional experiments indicated that TPT1-AS1 overexpression had no stimulatory effect on NED in LNCaP cells and that TPT1-AS1 knockdown did not inhibit IL-6-induced NED. Transcriptomic analysis revealed the essential role of TPT1-AS1 in synaptogenesis and autophagy activation in neuroendocrine differentiated PCA cells induced by IL-6 and enzalutamide treatment. TPT1-AS1 was found to regulate the expression of autophagy-related genes that maintain neuroendocrine cell survival through autophagy activation. In conclusion, our data expand the current knowledge of REST-repressed lncRNAs in NED in PCA and highlight the contribution of TPT1-AS1 to protect neuroendocrine cells from cell death rather than inducing NED. Our study suggested that TPT1-AS1 plays a cytoprotective role in NEPC cells; thus, targeting TPT1-AS1 is a potential therapeutic strategy."
38859780,ROR1-AS1: A Meaningful Long Noncoding RNA in Oncogenesis.,"Long noncoding RNA (lncRNA) is a non-coding RNA with a length of more than 200 nucleotides, involved in multiple regulatory processes in vivo, and is related to the physiology and pathology of human diseases. An increasing number of experimental results suggest that when lncRNA is abnormally expressed, it results in the development of tumors. LncRNAs can be divided into five broad categories: sense, antisense, bidirectional, intronic, and intergenic. Studies have found that some antisense lncRNAs are involved in a variety of human tumorigenesis. The newly identified ROR1-AS1, which functions as an antisense RNA of ROR1, is located in the 1p31.3 region of the human genome. Recent studies have reported that abnormal expression of lncRNA ROR1-AS1 can affect cell growth, proliferation, invasion, and metastasis and increase oncogenesis and tumor spread, indicating lncRNA ROR1-AS1 as a promising target for many tumor biological therapies. In this study, the pathophysiology and molecular mechanism of ROR1-AS1 in various malignancies are discussed by retrieving the related literature. ROR1-AS1 is a cancer-associated lncRNA, and studies have found that it is either over- or underexpressed in multiple malignancies, including liver cancer, colon cancer, osteosarcoma, glioma, cervical cancer, bladder cancer, lung adenocarcinoma, and mantle cell lymphoma. Furthermore, it has been demonstrated that lncRNA ROR1-AS1 participates in proliferation, migration, invasion, and suppression of apoptosis of cancer cells. Furthermore, lncRNA ROR1-AS1 promotes the development of tumors by up-regulating or downregulating ROR1-AS1 conjugates and various pathways and miR-504, miR-4686, miR-670-3p, and miR-375 sponges, etc., suggesting that lncRNA ROR1-AS1 may be used as a marker in tumors or a potential therapeutic target for a variety of tumors."
38858662,Prognostic marker VPS72 could promote the malignant progression of prostate cancer.,"BACKGROUND: This paper attempted to clarify the role and mechanism of vacuolar protein sorting-associated protein 72 homolog (VPS72) in the progression of prostate cancer (PCa). METHODS: Clinical information and gene expression profiles of patients with prostate cancer were obtained from The Cancer Genome Atlas (TCGA). VPS72 expression in PCa and the potential mechanism by which VPS72 affects PCa progression was investigated. Next, we performed COX regression analysis to identify the independent prognostic factors of PCa, and constructed a nomogram. The sensitivity of chemotherapeutic medications was anticipated using ""pRRophetic"". Subsequently, in vitro assays to validate the effect of VPS72 on PCa cell proliferation, migration and susceptibility to anti-androgen therapy. RESULTS: The expression of VPS72 was considerably higher in PCa tissues compared to normal tissues. Significant correlations were found between high VPS72 expression and a poor prognosis and adverse clinicopathological factors. The nomogram model constructed based on VPS72 expression has good predictive performance. According to GSEA, VPS72-related genes were enriched in the NF-kB pathways, cytokine-cytokine receptor interaction and chemokine signaling pathway in PCa. Although PCa with low VPS72 expression was more adaptable to chemotherapeutic medications, our in vitro experiment showed that VPS72 knockdown significantly decreased the PCa cell migration, proliferation, and resistance to anti-androgen therapy. CONCLUSIONS: In summary our findings suggests that VPS72 could play a crucial role in the malignant progression of PCa, and its expression level can be employed as a possible biomarker of PCa prognosis."
38858492,FOXO3a/PI3K/Akt pathway participates in the ROS- induced apoptosis triggered by alpha-ZEL and beta-ZEL.,"Zearalenone (ZEN), an estrogenic mycotoxin, is one of the most common food and feed contaminants. Also, its metabolites alpha-zearalenol (alpha-ZEL) and beta-zearalenol (beta-ZEL) are considered to induce oxidative stress, however its effect in prostate cells is not known yet. Our previous observations showed that forehead box transcription factor 3a (FOXO3a) expression is modified in hormone- sensitive cells in the response to mycotoxins, similar to the phosphoinositide 3-kinase (PI3K)/ protein kinase B (Akt) pathway. Thus, this study evaluated the direct molecular effect of alpha-ZEL and beta-ZEL in a dose of 30 microM in hormone-dependent human prostate cancer (PCa) cells with the focus of the involvement of FOXO3a and PI3K/Akt signaling pathway in that effect. We observed that both active metabolites of ZEN reduced cell viability, induced oxidative stress, cell cycle arrest and apoptosis in PCa cells. Furthermore, we observed that FOXO3a as well as PI3K/Akt signaling pathway participate in ZELs induced toxicity in PCa cells, indicating that this signaling pathway might be a regulator of mycotoxin-induced toxicity generally."
38855324,"The prognostic value of Dickkopf-3 (Dkk3), TGFB1 and ECM-1 in prostate cancer.","Prostate cancer (PCa) is considered one of the most common cancers worldwide. Despite advances in patient diagnosis, management, and risk stratification, 10%-20% of patients progress to castration-resistant disease. Our previous report highlighted a protective role of Dickkopf-3 (DKK3) in PCa stroma. This role was proposed to be mediated through opposing extracellular matrix protein 1 (ECM-1) and TGF-beta signalling activity. However, a detailed analysis of the prognostic value of DKK3, ECM-1 and members of the TGF-beta signalling pathway in PCa was not thoroughly investigated. In this study, we explored the prognostic value of DKK3, ECM-1 and TGFB1 using a bioinformatical approach through analysis of large publicly available datasets from The Cancer Genome Atlas Program (TGCA) and Pan-Cancer Atlas databases. Our results showed a significant gradual loss of DKK3 expression with PCa progression (p < 0.0001) associated with increased DNA methylation in its promoter region (p < 1.63E-12). In contrast, patients with metastatic lesions showed significantly higher levels of TGFB1 expression compared to primary tumours (p < 0.00001). Our results also showed a marginal association between more advanced tumour stage presented as positive lymph node involvement and low DKK3 mRNA expression (p = 0.082). However, while ECM1 showed no association with tumour stage (p = 0.773), high TGFB1 expression showed a significant association with more advanced stage presented as advanced T3 stage compared to patients with low TGFB1 mRNA expression (p < 0.001). Interestingly, while ECM1 showed no significant association with patient outcome, patients with high DKK3 mRNA expression showed a significant association with favourable outcomes presented as prolonged disease-specific (p = 0.0266), progression-free survival (p = 0.047) and disease-free (p = 0.05). In contrast, high TGFB1 mRNA expression showed a significant association with poor patient outcomes presented as shortened progression-free (p = 0.00032) and disease-free survival (p = 0.0433). Moreover, DKK3, TGFB1 and ECM1 have acted as immune-associated genes in the PCa tumour microenvironment. In conclusion, our findings showed a distinct prognostic value for this three-gene signature in PCa. While both DKK3 and TGFB1 showed a potential role as a clinical marker for PCa stratification, ECM1 showed no significant association with the majority of clinicopathological parameters, which reduce its clinical significance as a reliable prognostic marker."
38853880,Large-scale integration of omics and electronic health records to identify potential risk protein biomarkers and therapeutic drugs for cancer prevention and intervention.,"Identifying risk protein targets and their therapeutic drugs is crucial for effective cancer prevention. Here, we conduct integrative and fine-mapping analyses of large genome-wide association studies data for breast, colorectal, lung, ovarian, pancreatic, and prostate cancers, and characterize 710 lead variants independently associated with cancer risk. Through mapping protein quantitative trait loci (pQTL) for these variants using plasma proteomics data from over 75,000 participants, we identify 365 proteins associated with cancer risk. Subsequent colocalization analysis identifies 101 proteins, including 74 not reported in previous studies. We further characterize 36 potential druggable proteins for cancers or other disease indications. Analyzing >3.5 million electronic health records, we uncover five drugs (Haloperidol, Trazodone, Tranexamic Acid, Haloperidol, and Captopril) associated with increased cancer risk and two drugs (Caffeine and Acetazolamide) linked to reduced colorectal cancer risk. This study offers novel insights into therapeutic drugs targeting risk proteins for cancer prevention and intervention."
38853421,TNIK Inhibition Sensitizes TNIK-Overexpressing Lung Squamous Cell Carcinoma to Radiotherapy.,"Most patients with lung squamous cell carcinoma (LSCC) undergo chemotherapy, radiotherapy, and adjuvant immunotherapy for locally advanced disease. The efficacy of these treatments is still limited because of dose-limiting toxicity or locoregional recurrence. New combination approaches and targets such as actionable oncogenic drivers are needed to advance treatment options for patients with LSCC. Moreover, other options for chemotherapy-ineligible patients are limited. As such, there is a critical need for the development of selective and potent chemoradiosensitizers for locally advanced LSCC. In this study, we investigated inhibiting TRAF2- and NCK-interacting protein kinase (TNIK), which is amplified in 40% of patients with LSCC, as a strategy to sensitize LSCC tumors to chemotherapy and radiotherapy. Employing a range of human LSCC cell lines and the TNIK inhibitor NCB-0846, we investigated the potential of TNIK as a chemo- and radiosensitizing target with in vitro and in vivo preclinical models. The combination of NCB-0846 with cisplatin or etoposide was at best additive. Interestingly, pre-treating LSCC cells with NCB-0846 prior to ionizing radiation (IR) potentiated the cytotoxicity of IR in a TNIK-specific fashion. Characterization of the radiosensitization mechanism suggested that TNIK inhibition may impair the DNA damage response and promote mitotic catastrophe in irradiated cells. In a subcutaneous xenograft in vivo model, pretreatment with NCB-0846 significantly enhanced the efficacy of IR and caused elevated necrosis in TNIKhigh LK2 tumors but not TNIKlow KNS62 tumors. Overall, these results indicate that TNIK inhibition may be a promising strategy to increase the efficacy of radiotherapy in patients with LSCC with high TNIK expression."
38853085,HPV integration and cervical cancer: a failed evolutionary viral trait.,"Countless efforts have been made to eradicate cervical cancer worldwide, including improving disease screening and human papillomavirus (HPV) vaccination programs. Nevertheless, cervical cancer still claims the lives of more than 300 000 women every year. Persistent infections with high-risk HPV genotypes 16 and 18 are the main cause of cancer and may result in HPV integration into the host genome. The central dogma is that HPV integration is an important step in oncogenesis, but in fact, it impedes the virus from replicating and spreading. HPV causing cervical cancer can therefore be perceived as a failed evolutionary viral trait. Here we outline the occurrence and mechanisms of HPV integration and how this process results in oncogenic transformation."
38851995,"Prediction of Clinically Significant Prostate Cancer by a Specific Collagen-related Transcriptome, Proteome, and Urinome Signature.","BACKGROUND AND OBJECTIVE: While collagen density has been associated with poor outcomes in various cancers, its role in prostate cancer (PCa) remains elusive. Our aim was to analyze collagen-related transcriptomic, proteomic, and urinome alterations in the context of detection of clinically significant PCa (csPCa, International Society of Urological Pathology [ISUP] grade group >/=2). METHODS: Comprehensive analyses for PCa transcriptome (n = 1393), proteome (n = 104), and urinome (n = 923) data sets focused on 55 collagen-related genes. Investigation of the cellular source of collagen-related transcripts via single-cell RNA sequencing was conducted. Statistical evaluations, clustering, and machine learning models were used for data analysis to identify csPCa signatures. KEY FINDINGS AND LIMITATIONS: Differential expression of 30 of 55 collagen-related genes and 34 proteins was confirmed in csPCa in comparison to benign prostate tissue or ISUP 1 cancer. A collagen-high cancer cluster exhibited distinct cellular and molecular characteristics, including fibroblast and endothelial cell infiltration, intense extracellular matrix turnover, and enhanced growth factor and inflammatory signaling. Robust collagen-based machine learning models were established to identify csPCa. The models outcompeted prostate-specific antigen (PSA) and age, showing comparable performance to multiparametric magnetic resonance imaging (mpMRI) in predicting csPCa. Of note, the urinome-based collagen model identified four of five csPCa cases among patients with Prostate Imaging-Reporting and Data System (PI-IRADS) 3 lesions, for which the presence of csPCa is considered equivocal. The retrospective character of the study is a limitation. CONCLUSIONS AND CLINICAL IMPLICATIONS: Collagen-related transcriptome, proteome, and urinome signatures exhibited superior accuracy in detecting csPCa in comparison to PSA and age. The collagen signatures, especially in cases of ambiguous lesions on mpMRI, successfully identified csPCa and could potentially reduce unnecessary biopsies. The urinome-based collagen signature represents a promising liquid biopsy tool that requires prospective evaluation to improve the potential of this collagen-based approach to enhance diagnostic precision in PCa for risk stratification and guiding personalized interventions. PATIENT SUMMARY: In our study, collagen-related alterations in tissue, and urine were able to predict the presence of clinically significant prostate cancer at primary diagnosis."
38851846,FOXA2 rewires AP-1 for transcriptional reprogramming and lineage plasticity in prostate cancer.,"FOXA family proteins act as pioneer factors by remodeling compact chromatin structures. FOXA1 is crucial for the chromatin binding of the androgen receptor (AR) in both normal prostate epithelial cells and the luminal subtype of prostate cancer (PCa). Recent studies have highlighted the emergence of FOXA2 as an adaptive response to AR signaling inhibition treatments. However, the role of the FOXA1 to FOXA2 transition in regulating cancer lineage plasticity remains unclear. Our study demonstrates that FOXA2 binds to distinct classes of developmental enhancers in multiple AR-independent PCa subtypes, with its binding depending on LSD1. Moreover, we reveal that FOXA2 collaborates with JUN at chromatin and promotes transcriptional reprogramming of AP-1 in lineage-plastic cancer cells, thereby facilitating cell state transitions to multiple lineages. Overall, our findings underscore the pivotal role of FOXA2 as a pan-plasticity driver that rewires AP-1 to induce the differential transcriptional reprogramming necessary for cancer cell lineage plasticity."
38850798,Construction of a novel cancer-associated fibroblast-related signature to predict clinical outcome and immune response in cervical cancer.,"This study developed a prognostic signature for cervical cancer using transcriptome profiling and clinical data from The Cancer Genome Atlas (TCGA), Gene Expression Omnibus (GEO), and TISCH database, focusing on cancer-associated fibroblasts (CAFs). Through LASSO Cox regression and integrated bioinformatics analyses, we identified 144 differentially expressed genes (DEGs) related to CAFs, from which an 11-gene CAF-related signature (CAFRSig) was constructed. The CAFRSig effectively stratified patients into high- and low-risk categories, demonstrating significant prognostic capability in predicting overall survival. Gene ontology (GO) and gene set variation analysis (GSVA) linked the DEGs to crucial pathways in tumor malignancy, immune response, and fatty acid metabolism. The immune landscape analysis, utilizing the TIMER platform and CIBERSORT algorithm, revealed a positive correlation between immune cell effector functions and CAFRSig scores, highlighting the model's potential to identify patients likely to respond to immune checkpoint blockade (ICB) therapies. Furthermore, neuropilin 1 (NRP1), a key gene in the CAFRSig, was upregulated in cervical cancer tissues and associated with disease progression and differentiation. The downregulation of NRP1 curbed cell proliferation and influenced the epithelial-mesenchymal transition (EMT), implicating the PI3K/AKT pathway and modulating PD-L1 expression. This comprehensive analysis establishes a robust prognostic signature based on CAF-related genes, offering valuable insights for optimizing therapeutic strategies in cervical cancer management."
38850471,Association between PDCD6-VNTR polymorphism and urinary cancer susceptibility.,"BACKGROUND: Programmed cell death 6 (PDCD6) is known to be involved in apoptosis and tumorigenesis. Given the reported association with urinary cancer susceptibility through SNP analysis, we further analyzed the entire genomic structure of PDCD6. METHODS: Three VNTR regions (MS1-MS3) were identified through the analysis of the genomic structure of PDCD6. To investigate the association between these VNTR regions and urinary cancer susceptibility, genomic DNA was extracted from 413 cancer-free male controls, 267 bladder cancer patients, and 331 prostate cancer patients. Polymerase chain reaction (PCR) was performed to analyze the PDCD6-MS regions. Statistical analysis was performed to determine the association between specific genotypes and cancer risk. In addition, the effect of specific VNTRs on PDCD6 expression was also confirmed using a reporter vector. RESULTS: Among the three VNTR regions, MS1 and MS2 exhibited monomorphism, while the MS3 region represented polymorphism, with its transmission to subsequent generations through meiosis substantiating its utility as a DNA typing marker. In a case-control study, the presence of rare alleles within PDCD6-MS3 exhibited significant associations with both bladder cancer (OR = 2.37, 95% CI: 1.33-4.95, P = 0.019) and prostate cancer (OR = 2.11, 95% CI: 1.03-4.36, P = 0.038). Furthermore, through luciferase assays, we validated the impact of the MS3 region on modulating PDCD6 expression. CONCLUSIONS: This study suggests that the PDCD6-MS3 region could serve as a prognostic marker for urinary cancers, specifically bladder cancer and prostate cancer. Moreover, the subdued influence exerted by PDCD6-MS3 on the expression of PDCD6 offers another insight concerning the progression of urinary cancer."
28613748,Lynch Syndrome (Hereditary Nonpolyposis Colorectal Cancer).,"The Epidemiology of the Syndrome Colorectal cancer is the third-most common cancer in men and women and the second leading cause of cancer mortality in the United States, with an estimated 152,020 new cases and 52,550 deaths in 2023. While most colorectal cancers are sporadic, inherited mutations cause approximately 5% to 10% of cases. The most common hereditary form of colorectal cancer is Lynch syndrome, also called hereditary nonpolyposis colorectal cancer (HNPCC). Identifying patients with Lynch syndrome is important because their lifetime risk of colorectal cancer is 80%, and up to 60% for endometrial cancer. Other primary cancers part of Lynch syndrome include gastric, ovarian, small bowel, urothelial (ureter, renal pelvis, and bladder), prostate, biliary tract, pancreatic, adrenocortical, brain cancers (glioblastoma), sebaceous gland adenomas, and keratoacanthomas. The History of Lynch Syndrome In 1962, a medical intern named Henry Lynch learned that a young hospitalized farm worker suffering from alcohol poisoning was certain he would die young of cancer due to the prevalence of cancer in his family. Dr. Lynch decided to investigate this family. He bought a camper van equipped with basic laboratory instruments. He spent weekends for the next 2 years touring rural Nebraska, Kansas, and Missouri, collecting medical records, histories, pathology reports, and blood samples from extended family members. He discovered that an unusually high number died of colon cancer before age 50. He could not find any plausible explanation save for genetic transmission. He presented his findings in 1964 and applied for several grants to allow him to investigate further, but was consistently turned down as these cancers were attributed to environmental causes. Dr Lynch continued his research, but his theories were widely discredited until molecular genetics techniques developed in the 1980s led to the discovery of the mismatch repair gene deficiencies and associated microsatellite instabilities found in these heritable cancers. HNPCC was renamed Lynch syndrome in his honor in 1984. Dr Lynch, the father of cancer genetics, is credited with facilitating many breakthroughs in cancer genetics, including identifying the breast-ovarian cancer syndrome and the BRCA genes and creating the entire field of cancer genomics."
38848214,Role of the afferent lymph as an immunological conduit to analyze tissue antigenic and inflammatory load.,"The lymphatic fluid is the conduit by which part of the tissue ""omics"" is transported to the draining lymph node for immunosurveillance. Following cannulation of the pre-nodal cervical and mesenteric afferent lymphatics, herein we investigate the lymph proteomic composition, uncovering that its composition varies according to the tissue of origin. Tissue specificity is also reflected in the dendritic cell-major histocompatibility complex class II-eluted immunopeptidome harvested from the cervical and mesenteric nodes. Following inflammatory disruption of the gut barrier, the lymph antigenic and inflammatory loads are analyzed in both mice and subjects with inflammatory bowel diseases. Gastrointestinal tissue damage reflects the lymph inflammatory and damage-associated molecular pattern signatures, microbiome-derived by-products, and immunomodulatory molecules, including metabolites of the gut-brain axis, mapped in the afferent mesenteric lymph. Our data point to the relevance of the lymphatic fluid to probe the tissue-specific antigenic and inflammatory load transported to the draining lymph node for immunosurveillance."
38845201,Transcriptome-wide association analysis identifies candidate susceptibility genes for prostate-specific antigen levels in men without prostate cancer.,"Deciphering the genetic basis of prostate-specific antigen (PSA) levels may improve their utility for prostate cancer (PCa) screening. Using genome-wide association study (GWAS) summary statistics from 95,768 PCa-free men, we conducted a transcriptome-wide association study (TWAS) to examine impacts of genetically predicted gene expression on PSA. Analyses identified 41 statistically significant (p < 0.05/12,192 = 4.10 x 10(-6)) associations in whole blood and 39 statistically significant (p < 0.05/13,844 = 3.61 x 10(-6)) associations in prostate tissue, with 18 genes associated in both tissues. Cross-tissue analyses identified 155 statistically significantly (p < 0.05/22,249 = 2.25 x 10(-6)) genes. Out of 173 unique PSA-associated genes across analyses, we replicated 151 (87.3%) in a TWAS of 209,318 PCa-free individuals from the Million Veteran Program. Based on conditional analyses, we found 20 genes (11 single tissue, nine cross-tissue) that were associated with PSA levels in the discovery TWAS that were not attributable to a lead variant from a GWAS. Ten of these 20 genes replicated, and two of the replicated genes had colocalization probability of >0.5: CCNA2 and HIST1H2BN. Six of the 20 identified genes are not known to impact PCa risk. Fine-mapping based on whole blood and prostate tissue revealed five protein-coding genes with evidence of causal relationships with PSA levels. Of these five genes, four exhibited evidence of colocalization and one was conditionally independent of previous GWAS findings. These results yield hypotheses that should be further explored to improve understanding of genetic factors underlying PSA levels."
38844946,CAPN2 promotes apalutamide resistance in metastatic hormone-sensitive prostate cancer by activating protective autophagy.,"Apalutamide, a novel endocrine therapy agent, has been shown to significantly improve the prognosis of patients with metastatic hormone-sensitive prostate cancer (mHSPC). However, resistance to apalutamide has also been reported, and the underlying mechanism for this response has yet to be clearly elucidated. First, this study established apalutamide-resistant prostate cancer (PCa) cells, and confirmed that apalutamide activated the release of calcium ions (Ca(2+)) and endoplasmic reticulum stress (ERS) to enhance autophagy. Second, RNA sequencing, western blotting, and immunohistochemistry revealed significantly decreased Calpain 2 (CAPN2) expression in the apalutamide-resistant PCa cells and tissues. Furthermore, immunofluorescence and transmission electron microscopy (TEM) showed that CAPN2 promoted apalutamide resistance by activating protective autophagy. CAPN2 promoted autophagy by reducing Forkhead Box O1 (FOXO1) degradation while increasing nuclear translocation via nucleoplasmic protein isolation and immunofluorescence. In addition, FOXO1 promoted protective autophagy through the transcriptional regulation of autophagy-related gene 5 (ATG5). Furthermore, a dual-fluorescence assay confirmed that transcription factor 3 (ATF3) stimulation promoted CAPN2-mediated autophagy activation via transcriptional regulation. In summary, CAPN2 activated protective autophagy by inhibiting FOXO1 degradation and promoting its nuclear translocation via transcriptional ATG5 regulation. ATF3 activation and transcriptional CAPN2 regulation jointly promoted this bioeffect. Thus, our findings have not only revealed the mechanism underlying apalutamide resistance, but also provided a promising new target for the treatment of metastatic PCa."
38843742,"Association of cancer and schizophrenia, major depression and bipolar disorder: A Mendelian randomization study.","BACKGROUND: Schizophrenia, bipolar disorder and major depression have been reported to be associated with some cancers. However, the magnitude of the causal relationship between them remains unclear. This study aims to explore the potential association between three major mental diseases and the risk of some cancers. METHODS: We performed the two-sample Mendelian randomization(MR) analysis using publicly available genome-wide association studies (GWAS) statistics to investigate the causal relationship between these three mental diseases and some common types of cancers, including breast cancer, ovarian cancer, lung cancer, colorectal cancer, bladder cancer, prostate cancer, thyroid cancer, pancreatic cancer, malignant melanoma and glioma. We obtained genetic association estimates for schizophrenia, bipolar disorder and depression from the Psychiatric Genomics Consortium.The genetic association estimates for cancers were obtained from the UK Biobank, the MRC-IEU consortium and the GliomaScan consortium. RESULTS: After correction for heterogeneity and horizontal pleiotropy, we detected suggestive evidence for the association between thyroid cancer and genetically predicted schizophrenia (OR = 1.543, 95% CI: 1.023-2.328, P = 0.039), and thyroid cancer and major depression (OR = 3.573, 95% CI: 1.068-11.953, P = 0.039). No evidence of causal effects of schizophrenia, major depression and bipolar disorder on other types of cancers. CONCLUSIONS: Our findings suggest the association of schizophrenia and major depression and the development of thyroid cancer."
38842134,Integrative bioinformatics approach yields a novel gene expression risk model for prognosis and progression prediction in prostate cancer.,"Prostate cancer (PCa), a prevalent malignancy among elderly males, exhibits a notable rate of advancement, even when subjected to conventional androgen deprivation therapy or chemotherapy. An effective progression prediction model would prove invaluable in identifying patients with a higher progression risk. Using bioinformatics strategies, we integrated diverse data sets of PCa to construct a novel risk model predicated on gene expression and progression-free survival (PFS). The accuracy of the model was assessed through validation using an independent data set. Eight genes were discerned as independent prognostic factors and included in the prediction model. Patients assigned to the high-risk cohort demonstrated a diminished PFS, and the areas under the curve of our model in the validation set for 1-year, 3-year, and 5-year PFS were 0.9325, 0.9041 and 0.9070, respectively. Additionally, through the application of single-cell RNA sequencing to two castration-related prostate cancer (CRPC) samples and two hormone-related prostate cancer (HSPC) samples, we discovered that luminal cells within CRPC exhibited an elevated risk score. Subsequent molecular biology experiments corroborated our findings, illustrating heightened SYK expression levels within tumour tissues and its contribution to cancer cell migration. We found that the knockdown of SYK could inhibit migration in PCa cells. Our progression-related risk model demonstrated the potential prognostic value of SYK and indicated its potential as a target for future diagnosis and treatment strategies in PCa management."
38841885,"Knowledge on Human Papillomavirus Infections, Cancer Biology, Immune Interactions, Vaccination Coverage and Common Treatments: A Comprehensive Review.","Human papillomavirus (HPV) is a circular, double-stranded DNA virus and recognized as the most prevalent sexually transmitted infectious agent worldwide. The HPV life cycle encompasses three primary stages. First, the virus infiltrates the basal cells of the stratified epidermis. Second, there is a low-level expression of viral genes and preservation of the viral genome in the basal layer. Lastly, productive replication of HPV occurs in differentiated cells. An effective immune response, involving various immune cells, including innate immunity, keratinocytes, dendritic cells, and natural killer T cells, is instrumental in clearing HPV infection and thwarting the development of HPV-associated tumors. Vaccines have demonstrated their efficacy in preventing genital warts, high-grade precancerous lesions, and cancers in females. In males, the vaccines can also aid in preventing genital warts, anal precancerous lesions, and cancer. This comprehensive review aims to provide a thorough and detailed exploration of HPV infections, delving into its genetic characteristics, life cycle, pathogenesis, and the role of high-risk and low-risk HPV strains. In addition, this review seeks to elucidate the intricate immune interactions that govern HPV infections, spanning from innate immunity to adaptive immune responses, as well as examining the evasion mechanisms used by the virus. Furthermore, the article discusses the current landscape of HPV vaccines and common treatments, contributing to a holistic understanding of HPV and its associated diseases."
